sra	bioproject	biosample	DOI	platform	read_length	strategy	stranded	organism	accession	host	host_accession	tissue	hpi	plant_tissue	treatment	sample_material	notes	
SRR10189443	PRJNA574280	SAMN12856176	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		periphery	50	leaf		Leaves of 5-week old plants		
SRR10277945	PRJNA577619	SAMN13030913	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	12				B-DT-8VF12h2	
SRR10277946	PRJNA577619	SAMN13030912	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	12				B-DT-8VF12h1	
SRR10277954	PRJNA577619	SAMN13030914	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	12				B-DT-8VF12h3	
SRR10277951	PRJNA577619	SAMN13030917	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	18				B-DT-8VF18h3	
SRR10277952	PRJNA577619	SAMN13030916	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	18				B-DT-8VF18h2	
SRR10277953	PRJNA577619	SAMN13030915	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	18				B-DT-8VF18h1	
SRR10277948	PRJNA577619	SAMN13030920	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	24				B-DT-8VF24h3	
SRR10277949	PRJNA577619	SAMN13030919	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	24				B-DT-8VF24h2	
SRR10277950	PRJNA577619	SAMN13030918	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus		surface_hyphae	24				B-DT-8VF24h1	
SRR10277943	PRJNA577619	SAMN13030923	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	12				B-DT-812h3	
SRR10277944	PRJNA577619	SAMN13030922	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	12				B-DT-812h2	
SRR10277947	PRJNA577619	SAMN13030921	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	12				B-DT-812h1	
SRR10277958	PRJNA577619	SAMN13030926	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	18				B-DT-818h3	
SRR10277959	PRJNA577619	SAMN13030925	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	18				B-DT-818h2	
SRR10277960	PRJNA577619	SAMN13030924	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	18				B-DT-818h1	
SRR10277955	PRJNA577619	SAMN13030929	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	24				B-DT-824h3	
SRR10277956	PRJNA577619	SAMN13030928	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	24				B-DT-824h2	
SRR10277957	PRJNA577619	SAMN13030927	https://doi.org/10.1016/j.molp.2020.08.016	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus		surface_hyphae	24				B-DT-824h1	
SRR10590609	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony						
SRR10590612	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony						
SRR10590613	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony						
SRR10590606	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	AH98	in vitro	PDA	colony						
SRR10590607	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	AH98	in vitro	PDA	colony						
SRR10590608	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	AH98	in vitro	PDA	colony						
SRR10590603	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	Z1-1 (overexpressing ORF1 of SsNSRV-1)	in vitro	PDA	colony						
SRR10590604	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	Z1-1 (overexpressing ORF1 of SsNSRV-1)	in vitro	PDA	colony						
SRR10590605	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	Z1-1 (overexpressing ORF1 of SsNSRV-1)	in vitro	PDA	colony						
SRR10590602	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	Z1-13 (overexpressing ORF1 of SsNSRV-1)	in vitro	PDA	colony						
SRR10590610	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	Z1-13 (overexpressing ORF1 of SsNSRV-1)	in vitro	PDA	colony						
SRR10590611	PRJNA593737	SAMN13483940	https://doi.org/10.3390%2Fv12040456	ILLUMINA	150	PE		Sclerotinia sclerotiorum	Z1-13 (overexpressing ORF1 of SsNSRV-1)	in vitro	PDA	colony						
SRR10897986	PRJNA601001	SAMN13839810	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	50	PE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP32 (Susceptible)	lesion	16	petiole		NEP32 Inoculated - Early time point Rep3		
SRR10897989	PRJNA601001	SAMN13839809	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP32 (Susceptible)	lesion	16	petiole		NEP32 Inoculated - Early time point Rep2		
SRR10897990	PRJNA601001	SAMN13839808	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP32 (Susceptible)	lesion	16	petiole		NEP32 Inoculated - Early time point Rep1		
SRR10897983	PRJNA601001	SAMN13839813	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	50	PE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP32 (Susceptible)	lesion	48	petiole		NEP32 Inoculated - Late time point Rep3		
SRR10897984	PRJNA601001	SAMN13839812	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP32 (Susceptible)	lesion	48	petiole		NEP32 Inoculated - Late time point Rep2		
SRR10897985	PRJNA601001	SAMN13839811	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP32 (Susceptible)	lesion	48	petiole		NEP32 Inoculated - Late time point Rep1		
SRR10897980	PRJNA601001	SAMN13839816	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	50	PE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP63 (Resistant)	lesion	16	petiole		NEP63 Inoculated - Early time point Rep3		
SRR10897981	PRJNA601001	SAMN13839815	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP63 (Resistant)	lesion	16	petiole		NEP63 Inoculated - Early time point Rep2		
SRR10897982	PRJNA601001	SAMN13839814	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP63 (Resistant)	lesion	16	petiole		NEP63 Inoculated - Early time point Rep1		
SRR10897979	PRJNA601001	SAMN13839817	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP63 (Resistant)	lesion	48	petiole		NEP63 Inoculated - Late time point Rep1		
SRR10897987	PRJNA601001	SAMN13839819	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	50	PE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP63 (Resistant)	lesion	48	petiole		NEP63 Inoculated - Late time point Rep3		
SRR10897988	PRJNA601001	SAMN13839818	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	Brassica napus	NEP63 (Resistant)	lesion	48	petiole		NEP63 Inoculated - Late time point Rep2		
SRR10881942	PRJNA601001	SAMN13840605	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	50	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				In vitro Rep3		
SRR10881943	PRJNA601001	SAMN13840604	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				In vitro Rep2		
SRR10881944	PRJNA601001	SAMN13840603	https://doi.org/10.1371%2Fjournal.pone.0229844	ILLUMINA	75	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				In vitro Rep1		
SRR10973845	PRJNA603456	SAMN13932443	https://doi.org/10.1128/Spectrum.00180-21	ILLUMINA	65	SE		Sclerotinia sclerotiorum	MBG-Ss2	in vitro	PDA	colony			allyl-isothiocyanate			
SRR10973846	PRJNA603456	SAMN13932442	https://doi.org/10.1128/Spectrum.00180-21	ILLUMINA	65	SE		Sclerotinia sclerotiorum	MBG-Ss2	in vitro	PDA	colony			allyl-isothiocyanate			
SRR10973847	PRJNA603456	SAMN13932447	https://doi.org/10.1128/Spectrum.00180-21	ILLUMINA	65	SE		Sclerotinia sclerotiorum	MBG-Ss2	in vitro	PDA	colony			indol-3-carbinol			
SRR10973848	PRJNA603456	SAMN13932446	https://doi.org/10.1128/Spectrum.00180-21	ILLUMINA	65	SE		Sclerotinia sclerotiorum	MBG-Ss2	in vitro	PDA	colony			indol-3-carbinol			
SRR10973849	PRJNA603456	SAMN13932445	https://doi.org/10.1128/Spectrum.00180-21	ILLUMINA	65	SE		Sclerotinia sclerotiorum	MBG-Ss2	in vitro	PDA	colony						
SRR10973850	PRJNA603456	SAMN13932444	https://doi.org/10.1128/Spectrum.00180-21	ILLUMINA	65	SE		Sclerotinia sclerotiorum	MBG-Ss2	in vitro	PDA	colony						
SRR11128219	PRJNA607858	SAMN14149848	https://doi.org/10.3389/fpls.2020.00500	ILLUMINA	125	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	8	leaf		151625A_Col_S_Biological_replicate_2		
SRR11128222	PRJNA607858	SAMN14149847	https://doi.org/10.3389/fpls.2020.00500	ILLUMINA	125	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	8	leaf		151625A_Col_S_Biological_replicate_1		
SRR11128230	PRJNA607858	SAMN14149849	https://doi.org/10.3389/fpls.2020.00500	ILLUMINA	125	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0	lesion	8	leaf		151625A_Col_S_Biological_replicate_3		
SRR11128226	PRJNA607858	SAMN14149843	https://doi.org/10.3389/fpls.2020.00500	ILLUMINA	125	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0 ago2-1 mutant	lesion	8	leaf		151625A_ago2_S_Biological_replicate_3		
SRR11128227	PRJNA607858	SAMN14149842	https://doi.org/10.3389/fpls.2020.00500	ILLUMINA	125	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0 ago2-1 mutant	lesion	8	leaf		151625A_ago2_S_Biological_replicate_2		
SRR11128228	PRJNA607858	SAMN14149841	https://doi.org/10.3389/fpls.2020.00500	ILLUMINA	125	PE		Sclerotinia sclerotiorum		Arabidopsis thaliana	Col-0 ago2-1 mutant	lesion	8	leaf		151625A_ago2_S_Biological_replicate_1		
SRR11697964	PRJNA616079	SAMN14840234	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	24	stem		Resistant 24hpi-3		
SRR11697976	PRJNA616079	SAMN14840233	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	24	stem		Resistant 24hpi-2		
SRR11697977	PRJNA616079	SAMN14840232	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	24	stem		Resistant 24hpi-1		
SRR11697956	PRJNA616079	SAMN14840238	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	48	stem		Resistant 48hpi-3		
SRR11697958	PRJNA616079	SAMN14840237	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	48	stem		Resistant 48hpi-2		
SRR11697959	PRJNA616079	SAMN14840236	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	48	stem		Resistant 48hpi-1		
SRR11697954	PRJNA616079	SAMN14840240	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	96	stem		Resistant 96hpi-1		
SRR11697957	PRJNA616079	SAMN14840241	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	96	stem		Resistant 96hpi-2		
SRR11697975	PRJNA616079	SAMN14840242	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 1 (Resistant)	lesion	96	stem		Resistant 96hpi-3		
SRR11697970	PRJNA616079	SAMN14840246	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	24	stem		Susceptible 24hpi-3		
SRR11697971	PRJNA616079	SAMN14840245	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	24	stem		Susceptible 24hpi-2		
SRR11697972	PRJNA616079	SAMN14840244	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	24	stem		Susceptible 24hpi-1		
SRR11697967	PRJNA616079	SAMN14840250	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	48	stem		Susceptible 48hpi-3		
SRR11697968	PRJNA616079	SAMN14840249	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	48	stem		Susceptible 48hpi-2		
SRR11697969	PRJNA616079	SAMN14840248	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	48	stem		Susceptible 48hpi-1		
SRR11697962	PRJNA616079	SAMN14840253	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	96	stem		Susceptible 96hpi-2		
SRR11697963	PRJNA616079	SAMN14840252	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	96	stem		Susceptible 96hpi-1		
SRR11697965	PRJNA616079	SAMN14840254	https://doi.org/10.3389%2Ffpls.2020.00776	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	DH-line 2 (Susceptible)	lesion	96	stem		Susceptible 96hpi-3		
SRR12072334	PRJNA641217	SAMN15347005		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus				hypocotyl		The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR12072342	PRJNA641217	SAMN15347005		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus				hypocotyl		The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR12072343	PRJNA641217	SAMN15347005		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus				hypocotyl		The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR12072335	PRJNA641217	SAMN15347005		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	in vitro	PDA					The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR12072336	PRJNA641217	SAMN15347005		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	in vitro	PDA					The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR12072337	PRJNA641217	SAMN15347005		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	in vitro	PDA					The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR12072338	PRJNA641217	SAMN15347004		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus				hypocotyl		The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR12072339	PRJNA641217	SAMN15347004		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus				hypocotyl		The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR12072340	PRJNA641217	SAMN15347004		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus				hypocotyl		The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR12072341	PRJNA641217	SAMN15347004		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	in vitro	PDA					The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR12072344	PRJNA641217	SAMN15347004		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	in vitro	PDA					The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR12072345	PRJNA641217	SAMN15347004		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	in vitro	PDA					The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR12077446	PRJNA641462	SAMN15353880		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus	Huashaung 4	lesion		hypocotyl		RV3	Might be unpublished	
SRR12077447	PRJNA641462	SAMN15353880		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus	Huashaung 4	lesion		hypocotyl		RV2	Might be unpublished	
SRR12077448	PRJNA641462	SAMN15353880		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Brassica napus	Huashaung 4	lesion		hypocotyl		RV1	Might be unpublished	
SRR12077449	PRJNA641462	SAMN15353880		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus	Huashaung 4	lesion		hypocotyl		RD3	Might be unpublished	
SRR12077450	PRJNA641462	SAMN15353880		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus	Huashaung 4	lesion		hypocotyl		RD2	Might be unpublished	
SRR12077451	PRJNA641462	SAMN15353880		ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Brassica napus	Huashaung 4	lesion		hypocotyl		RD1	Might be unpublished	
SRR12136427	PRJNA643804	SAMN15428818	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3	in vitro	PDA + Cellophane	cellophane_colony				DK3_4		
SRR12136428	PRJNA643804	SAMN15428817	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3	in vitro	PDA + Cellophane	cellophane_colony				DK3_3		
SRR12136429	PRJNA643804	SAMN15428816	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3	in vitro	PDA + Cellophane	cellophane_colony				DK3_2		
SRR12136430	PRJNA643804	SAMN15428815	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3	in vitro	PDA + Cellophane	cellophane_colony				DK3_1		
SRR12136423	PRJNA643804	SAMN15428822	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3 SlaGemV1 infected	in vitro	PDA + Cellophane	cellophane_colony				DK3Gem_4	SlaGemV1 (mycovirus) infected	
SRR12136424	PRJNA643804	SAMN15428821	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3 SlaGemV1 infected	in vitro	PDA + Cellophane	cellophane_colony				DK3Gem_3	SlaGemV1 (mycovirus) infected	
SRR12136425	PRJNA643804	SAMN15428820	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3 SlaGemV1 infected	in vitro	PDA + Cellophane	cellophane_colony				DK3Gem_2	SlaGemV1 (mycovirus) infected	
SRR12136426	PRJNA643804	SAMN15428819	https://doi.org/10.3390%2Fv14091892	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DK3 SlaGemV1 infected	in vitro	PDA + Cellophane	cellophane_colony				DK3Gem_1	SlaGemV1 (mycovirus) infected	
SRR12300517	PRJNA647983	SAMN15615603	https://doi.org/10.1186%2Fs12864-021-07402-x	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU11.19	in vitro		colony						
SRR12300519	PRJNA647983	SAMN15615601	https://doi.org/10.1186%2Fs12864-021-07402-x	ILLUMINA	150	PE		Sclerotinia sclerotiorum	F4	in vitro		colony						
SRR12300518	PRJNA647983	SAMN15615602	https://doi.org/10.1186%2Fs12864-021-07402-x	ILLUMINA	150	PE		Sclerotinia sclerotiorum	F5	in vitro		colony						
SRR12867713	PRJNA670487	SAMN16510124	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867714	PRJNA670487	SAMN16510123	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867715	PRJNA670487	SAMN16510122	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867710	PRJNA670487	SAMN16510127	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867711	PRJNA670487	SAMN16510126	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867712	PRJNA670487	SAMN16510125	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867731	PRJNA670487	SAMN16510419	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		center	72	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867732	PRJNA670487	SAMN16510418	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		center	72	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867733	PRJNA670487	SAMN16510417	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		center	72	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867728	PRJNA670487	SAMN16510383	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		periphery	72	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867729	PRJNA670487	SAMN16510421	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		periphery	72	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867730	PRJNA670487	SAMN16510420	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		periphery	72	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867725	PRJNA670487	SAMN16510388	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus		center	24	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867726	PRJNA670487	SAMN16510385	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus		center	24	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
